,Date,X,Y,velocity U,velocity V,velocity modulus,u_peg,v_peg,module_peg,angle_peg
0,2018-11-15 11:16:14,-8.78466,42.628654,-0.01947527580765382,-0.0010349659413640844,0.02454094685959062,-0.49893012604831855,-0.3420710338593312,0.6049329408159079,235.56511018175155
1,2018-11-15 11:33:26,-8.792475,42.625048,-0.038498148100328075,-0.012745440448912258,0.04331921386909139,-0.6212245420100314,-0.38812460721797876,0.732502998167027,238.00395147646498
2,2018-11-15 11:47:32,-8.798892,42.622301,-0.048472697325667134,-0.027539515518504094,0.05604411626493471,-0.6222717550432931,-0.360675712372954,0.7192420361883738,239.90293644904705
